7200,7509
618,7238
456,1416
6081,457
458,2879
459,1013
460,3187
7200,7509
462,3782
463,215
464,8448
465,9432
466,6103
3504,7574
7200,7509
9072,6737
470,518
471,6074
472,7724
473,3698
1063,6042
475,606
476,1946
165,1656
478,4322
479,3225
480,660
481,3570
482,5097
483,1320
1063,6042
485,4423
486,1702
487,4003
488,5134
489,5757
490,3883
2290,491
4307,6692
493,1394
4919,6693
618,7238
470,518
5597,4490
498,719
864,4713
500,8753
3179,7573
5432,502
503,1464
504,3112
505,8463
506,7185
4919,6693
508,9018
509,3873
510,457
4253,380
512,7844
513,5567
514,515
515,514
4919,6693
517,8919
470,518
519,5270
520,3132
521,2512
522,8260
523,56
8190,6240
525,3485
692,4236
527,6850
4919,6693
4197,7883
530,3302
531,1511
532,9137
4919,6693
9072,6737
535,7833
536,1881
537,4338
3504,7574
539,5992
540,1410
541,1078
542,6856
543,9043
544,2031
3125,6731
9072,6737
547,9252
548,7599
1063,6042
550,3186
551,6468
552,4521
8911,3901
554,8773
3179,7573
556,6012
557,6555
1063,6042
692,4236
560,7694
561,9384
3125,6731
563,2296
4197,7883
565,5115
566,3031
4508,4385
6081,457
8821,6905
2827,5516
571,9418
2129,1047
573,8033
574,6435
575,8493
576,9003
577,6855
578,5418
579,719
580,581
581,580
582,2750
1078,2120
584,926
585,2378
586,6562
587,6406
588,8240
589,7275
590,5884
591,4613
592,1603
593,6012
594,3377
9240,6594
8809,6281
597,3451
3504,7574
470,518
3504,7574
601,8429
3504,7574
5948,603
1063,6042
8704,4198
606,265
470,518
608,126
3027,609
3125,6731
611,5122
7850,612
3125,6731
614,4526
615,1804
3025,6291
617,5426
618,7238
4307,6692
620,624
621,6068
692,4236
618,7238
624,620
625,7846
626,512
627,8539
628,6206
629,6186
9072,6737
9072,6737
1063,6042
633,5787
634,8776
3125,6731
5196,4110
470,518
638,643
470,518
640,2838
470,518
470,518
470,518
644,643
645,244
470,518
647,7270
1063,6042
2144,649
650,7731
651,2146
4621,3196
653,929
654,6730
655,8447
656,658
657,658
658,657
659,676
660,6020
165,1656
662,1318
7200,7509
664,4654
665,5810
3504,7574
667,1540
668,9139
1063,6042
670,8846
671,3560
672,1513
673,2192
674,6774
675,3592
348,915
2414,4676
678,2807
679,5356
680,4859
681,4816
9091,682
683,4852
684,2823
685,6695
8351,3416
687,2171
2516,5742
689,4617
690,7745
3504,7574
692,4236
693,1222
694,4951
232,4860
696,280
697,1149
698,7218
699,6299
700,1427
8821,6905
702,9303
703,2765
704,199
705,2031
8821,6905
707,718
708,2963
709,715
710,711
711,710
2499,2498
2499,2498
2499,2498
2499,2498
716,710
717,6207
718,5058
719,5685
720,2290
721,851
722,3006
723,268
724,7769
725,726
726,725
864,4713
728,3642
729,8842
8302,8223
9072,6737
732,8134
733,7086
734,4442
735,4071
4919,6693
737,7231
738,9155
9072,6737
740,8705
741,1595
4307,6692
743,3969
744,5506
745,5039
746,4981
2129,1047
748,811
749,9411
750,3290
751,8447
4919,6693
753,3616
8302,8223
755,878
756,4918
3353,1422
165,1656
759,4038
3505,7048
761,8108
896,1389
763,8025
764,1587
765,6665
766,6971
767,2870
768,4972
769,3732
770,5263
771,8330
772,8134
3253,6622
774,5625
3125,6731
776,3385
777,4074
778,9407
779,6932
780,6357
781,6913
782,1493
8028,5793
784,1162
785,5815
786,7623
787,5022
788,5841
789,8452
9072,6737
791,7492
792,8356
3505,7048
8490,794
795,9215
692,4236
797,3655
8809,6281
799,2440
9072,6737
801,5792
1580,6725
3125,6731
804,5497
805,2483
806,1507
807,4177
808,8777
809,3595
810,4474
811,6282
4988,8951
813,817
814,818
815,2102
816,829
817,813
818,814
819,4538
820,4195
3125,6731
6303,6939
823,899
824,823
6303,6939
826,2379
827,826
6303,6939
829,816
830,5381
1132,831
9072,6737
4803,7018
8970,1651
2499,2498
836,3545
5855,5081
3179,7573
839,811
3504,7574
841,3795
4508,4385
843,4034
844,6803
8809,6281
846,7135
847,4354
848,506
849,7618
850,5625
2414,4676
7012,1493
8809,6281
854,9119
855,7801
856,2361
3125,6731
858,1149
859,6837
860,1906
861,6887
862,3988
4508,4385
864,4713
865,6834
866,3396
867,7058
868,2960
869,6769
4919,6693
871,8969
872,1285
2945,873
8795,874
875,184
3125,6731
877,1579
878,9127
879,9212
1580,6725
881,294
882,2099
8302,8223
884,133
885,8054
3125,6731
887,7647
888,8520
889,5069
890,8758
891,2325
892,766
4005,6317
894,2689
895,9140
896,1389
897,3920
898,92
899,4401
900,998
901,1612
902,933
903,904
904,5774
864,4713
906,5946
1063,6042
165,1656
8559,909
910,4602
911,3320
9072,6737
4837,5205
914,3041
348,915
9072,6737
8809,6281
4508,4385
6700,8741
920,4460
921,3550
922,2014
923,1360
924,482
925,811
926,6074
9230,3382
2516,5742
929,6988
3125,6731
4919,6693
932,7202
933,2580
4508,4385
3504,7574
936,8655
937,4802
4837,5205
939,897
940,189
941,1887
942,943
943,942
944,1062
945,5426
946,867
5196,4110
948,4948
949,4596
950,1824
1063,6042
952,3963
8821,6905
2643,954
1063,6042
956,5895
957,1014
5239,958
959,3864
960,491
961,361
962,4550
3125,6731
964,7944
965,2036
4919,6693
9072,6737
4508,4385
969,7745
970,7182
5116,1795
9230,3382
6629,973
974,2179
3353,1422
8351,3416
3125,6731
978,7615
979,568
980,981
981,4071
982,203
983,5898
984,5601
985,6841
1013,986
987,5083
8809,6281
4919,6693
1063,6042
991,6779
992,3432
4963,8721
4197,7883
995,7750
996,1949
997,1596
998,900
9072,6737
7200,7509
1001,2283
1002,3777
1003,3541
1004,6842
1005,6134
1006,8130
1007,6617
1008,9031
1063,6042
4197,7883
1011,9252
5116,1795
1013,986
1014,6177
1015,6937
1016,7429
1017,6495
1018,3560
1019,7996
1020,3288
1021,6869
1022,3920
9072,6737
9072,6737
1025,8657
1026,4852
1027,2871
1028,8322
1029,4814
1030,4014
1031,8737
1032,1488
692,4236
1034,7402
1035,5166
1063,6042
1037,6439
9230,3382
1039,9434
1580,6725
6129,2036
1042,1043
1043,1042
2129,1047
2129,1047
2129,1047
2129,1047
2129,1047
1049,7889
1078,2120
1051,2563
6096,8959
3125,6731
1054,1694
1055,8059
1056,7538
4197,7883
1058,8573
1059,352
1060,1101
8809,6281
1062,719
1063,6042
1064,4210
8809,6281
4919,6693
1067,1275
1068,6649
1069,522
1070,6206
4282,5683
1072,2960
4919,6693
3504,7574
1075,682
1076,6511
1077,7974
1078,2120
1079,3415
3179,7573
3353,1422
1082,8798
1083,8467
1084,833
1085,5992
1086,1886
1087,8633
1088,2996
1089,2929
1090,4910
1091,7144
3228,369
1093,1820
4919,6693
4197,7883
1096,8841
1097,9032
1098,8254
3713,3005
8970,1651
1101,1060
1102,3654
1103,4005
1104,3731
1105,3363
3505,7048
1107,7703
1108,5005
9072,6737
1110,9121
1111,5987
1112,6700
1113,5635
1370,1815
1115,1116
1116,1115
1117,71
1118,2555
1119,6667
1120,3665
8809,6281
1122,7224
1123,1763
3125,6731
1125,4970
3125,6731
1127,4121
4508,4385
1129,503
3125,6731
1131,6923
1132,831
1133,7312
7560,1134
1135,3767
4919,6693
1137,2080
3179,7573
1139,4110
1140,5634
3504,7574
1142,358
6303,6939
1144,4163
1145,6149
150,5345
150,5345
8809,6281
1149,6683
3505,7048
7200,7509
1152,7588
1153,2088
1154,5069
1155,301
1156,4893
1370,1815
3504,7574
1159,8434
8809,6281
1161,5301
1162,4820
3125,6731
8809,6281
692,4236
1166,8897
1167,8633
1168,2218
1169,7381
1170,1920
1171,1929
4919,6693
1173,5097
1174,5779
1175,9271
1176,778
3353,1422
1178,2693
1179,8033
6425,1180
1181,2963
5196,4110
3504,7574
1873,5788
1185,8066
3125,6731
1187,7542
9072,6737
1189,2172
1190,1302
1191,5862
3179,7573
1193,141
1194,5609
6700,8741
1196,6509
1476,7555
1198,5307
1199,1611
1200,4582
7012,1493
165,1656
3504,7574
4508,4385
9072,6737
4197,7883
1207,9355
3253,6622
4508,4385
1210,1959
1211,5816
1212,4791
1213,2689
1214,8825
1215,7892
1216,7910
1217,2543
4508,4385
1219,5604
1220,7684
692,4236
1222,4329
1223,2794
1224,3445
692,4236
1226,4344
1227,2017
2414,4676
1229,7910
8970,1651
1231,6801
8821,6905
1233,4242
1234,3423
1235,9119
1236,2691
1237,4180
165,1656
1239,4545
1240,1675
4919,6693
1242,5787
4508,4385
1244,8709
1245,7308
3125,6731
8302,8223
1248,280
1249,9003
1250,5114
1251,7096
4837,5205
1253,9316
1254,61
1423,4955
1256,6187
1257,6556
1258,1260
1259,6046
1260,1258
1261,1260
3504,7574
1263,8474
1264,7938
8809,6281
1266,1627
1267,249
1268,6603
5909,1269
692,4236
1271,1932
1272,4126
1273,3654
1274,9415
1275,1067
1276,4028
1277,921
1278,3723
4919,6693
1280,4157
1281,481
4508,4385
1283,8275
1284,6263
3707,386
1286,4036
1287,7861
1288,1058
3125,6731
1290,1992
1291,3327
9072,6737
8809,6281
4919,6693
9072,6737
1296,5891
1297,3177
1298,517
3125,6731
1300,3825
1301,4521
1302,1117
1303,5536
1304,5673
1305,5149
1306,5304
1307,2919
1308,6337
1309,11
1310,2918
1311,7016
1312,2908
5116,1795
1314,7282
1315,1466
4966,4094
1317,1404
1318,662
4837,5205
1320,5815
1321,2901
692,4236
1323,3661
1873,5788
1325,6644
9072,6737
1327,8801
1328,8731
1329,7267
1330,4627
1210,1959
1332,7715
1333,1758
1334,4300
1335,438
1336,3507
1337,4786
9072,6737
1339,3912
9240,6594
1341,1664
1342,8731
1343,5534
1344,2252
1345,6079
3873,2731
1347,4683
1348,136
3125,6731
1350,7435
1351,18
1352,366
9072,6737
9072,6737
9072,6737
1356,6907
1357,5601
1358,5807
1359,6406
1360,8130
1361,2044
4919,6693
1363,7938
1364,8042
165,1656
1366,2695
1367,2684
1368,1363
8514,6102
1370,1815
1371,5932
1372,4834
1373,1102
4197,7883
1375,413
692,4236
1377,3068
165,1656
165,1656
1380,4950
3125,6731
1382,4477
1383,2913
1384,8293
1385,2620
1386,8667
1387,6444
1388,987
896,1389
1390,2624
8821,6905
1392,3179
8911,3901
1394,5419
3125,6731
1396,5080
1397,2407
1398,8653
3125,6731
1400,6968
4197,7883
1402,8910
4197,7883
1404,4202
1405,6173
1406,664
1407,438
1408,2295
1409,7966
1410,8621
4508,4385
1412,8916
1413,4828
1414,8321
1415,6403
1416,3003
1417,8832
1418,1198
1419,8030
1420,933
1421,7007
3353,1422
1423,4955
4197,7883
9072,6737
1426,8834
1427,1477
1428,7227
9072,6737
3125,6731
1078,2120
1432,8687
1433,3975
1434,5941
1435,9091
8809,6281
1437,5743
4919,6693
1439,1543
1440,4662
3125,6731
2214,4166
1443,9151
1444,5147
1445,8544
1446,2362
4919,6693
4919,6693
1449,7589
692,4236
9072,6737
3504,7574
1453,6614
1454,971
1455,2667
2129,1047
4508,4385
1458,7632
1459,2031
1460,3916
1461,6635
1462,6654
1463,1101
1464,503
1465,6029
1466,1315
9072,6737
1468,8325
3505,7048
1470,1458
1471,7773
1063,6042
692,4236
1474,2074
1475,5824
1476,7555
3253,6622
1478,1610
9072,6737
1063,6042
165,1656
4919,6693
1370,1815
1063,6042
2280,8153
9072,6737
1487,5894
1488,362
9072,6737
1490,3576
1491,4874
5597,4490
7012,1493
1494,4900
1495,6420
3377,1618
1497,9293
1498,2081
2100,8772
1500,831
1501,1084
5597,4490
1503,5319
1504,5441
1505,4745
1506,379
1507,6471
1508,3446
1509,2258
3125,6731
1511,1513
1512,8456
1513,672
2292,3815
1515,8631
1516,1820
1517,2653
692,4236
1519,3497
1520,4733
1521,8179
4508,4385
9072,6737
1524,4477
1525,8452
3259,3651
3504,7574
1529,1528
1529,1528
1530,3128
3125,6731
9072,6737
2499,2498
1534,1555
1535,3180
1536,3128
9072,6737
1538,4547
1539,6556
1540,667
3253,6622
5116,1795
1543,8482
1544,6095
692,4236
692,4236
692,4236
1548,1637
1549,4700
2129,1047
1551,6790
1552,4450
3125,6731
1554,2359
1555,3460
1556,8273
1557,1258
1558,4215
692,4236
5306,1560
8809,6281
1562,1579
3504,7574
985,6841
1565,4940
1566,2296
1567,8066
1568,926
1569,1707
4837,5205
692,4236
1572,6537
1573,4960
1063,6042
1575,3343
1576,447
1577,8062
1578,7729
1579,6051
1580,6725
3539,1581
1582,9070
1583,1566
1584,3180
9240,6594
1586,5838
1587,2668
3505,7048
1589,271
5855,5081
1591,7648
1592,331
1593,2065
1594,9353
1595,741
1596,7194
1597,7797
4307,6692
1599,3804
1600,1782
1601,9091
1602,8054
1603,592
9072,6737
1605,6157
1606,4838
1607,8368
1608,5681
1609,6523
1610,343
1611,1199
1612,7276
4837,5205
1614,8540
7200,7509
2100,8772
1617,2971
3377,1618
1619,3374
1620,4531
1621,7303
1622,2940
1623,2552
5196,4110
1580,6725
692,4236
1627,1266
1628,1713
1629,8792
1630,6745
1631,3543
3125,6731
1633,6226
1634,3634
9072,6737
1636,4450
1637,6445
1638,5528
1639,2325
4988,8951
1641,2717
1642,1083
1210,1959
3125,6731
3125,6731
1646,5964
1647,3549
1648,1728
4508,4385
3504,7574
8970,1651
8970,1651
2574,6136
1654,1655
1655,5298
165,1656
1657,7335
1658,5384
1659,5211
4508,4385
1661,1959
9072,6737
1663,3356
1664,1341
1665,3111
1666,7428
1667,765
1668,1669
1669,1668
5306,1560
1063,6042
1672,838
7156,312
3179,7573
1675,1557
1676,748
1677,1669
1678,1488
8821,6905
1680,2590
1681,2044
1132,831
1683,7570
1684,6965
8809,6281
4508,4385
3504,7574
1688,7731
1689,6790
1690,6003
1691,6408
692,4236
1693,7266
1694,1054
1695,4230
3179,7573
8514,6102
1698,443
1699,4417
1700,1734
1873,5788
1702,5738
1703,8631
1704,4132
1705,3602
1706,1111
1707,7307
1708,2918
1709,9068
3125,6731
1711,6937
3125,6731
1713,7115
1714,3424
1715,3674
1716,5875
1717,8832
1718,3279
692,4236
1720,689
1063,6042
1722,3470
8809,6281
4919,6693
1370,1815
1726,6388
1727,9322
1728,1648
1729,9297
1730,8442
1731,4990
1732,5113
1733,3409
1734,5593
5432,502
1736,2245
1737,3867
1738,6027
1739,948
1740,6181
9072,6737
1742,2114
9072,6737
1744,1734
1745,6952
1746,3016
1747,7835
1748,9149
1749,717
1750,2716
1751,2251
8809,6281
9072,6737
1754,3592
1132,831
1756,7590
1757,6271
1758,6016
3504,7574
1760,7799
4919,6693
1762,2501
1763,6775
3125,6731
3125,6731
1766,7616
2100,8772
1768,6559
1769,4170
1770,2424
1771,9110
1772,2357
9072,6737
1774,1985
1775,5214
1776,2832
1777,4060
1778,2967
1779,1774
9015,1780
1781,4782
1782,1600
1783,8592
9072,6737
1785,6869
1786,5333
1787,3031
1788,6438
3504,7574
1790,8061
2414,4676
692,4236
1793,2580
1794,223
5116,1795
1796,8443
1797,4427
1798,7304
8809,6281
1800,438
3125,6731
1802,7775
1803,7527
1804,2611
1805,3440
1806,906
1807,4427
1808,8333
1809,2462
1810,2712
1811,4931
1812,8078
1813,4152
1814,3679
1370,1815
692,4236
1817,8900
1818,2242
4197,7883
1820,2260
9072,6737
1822,8845
1823,5752
3505,7048
1825,39
1826,1200
9072,6737
1828,5252
1829,7086
1830,7110
3504,7574
4919,6693
692,4236
3125,6731
1835,8913
1836,4558
9072,6737
1838,514
1839,2178
1840,1566
1841,3642
1842,5976
1843,9146
1844,8944
4919,6693
1846,1601
1847,3201
1848,2054
1849,4243
692,4236
4123,6338
692,4236
1853,4692
3125,6731
3125,6731
1856,1111
1857,1745
1858,829
4307,6692
1860,1760
1063,6042
1862,1257
9072,6737
3125,6731
150,5345
4508,4385
1867,9445
1868,8664
1869,2809
1870,3820
1871,2090
9072,6737
1873,5788
1874,6719
1875,6859
1876,1746
8351,3416
1878,4129
1879,1230
1880,8854
1881,3070
4197,7883
1883,950
1884,9035
1885,6280
3504,7574
1887,941
1888,2825
1889,5297
1890,2753
1891,8129
2516,5742
1893,5334
1894,7455
1895,8838
8514,6102
1897,1100
1898,5306
3504,7574
1900,3577
1901,4572
1902,7569
1903,2422
1904,7108
1905,3482
1906,9031
1907,4230
7481,1908
1909,9289
8809,6281
5855,5081
1912,158
1913,830
1914,8067
3125,6731
4508,4385
1917,3305
1918,4528
1919,1927
1920,246
1921,8982
3125,6731
1923,4757
692,4236
692,4236
1926,6205
1927,1637
1928,5058
1929,8598
692,4236
1931,5282
1932,1271
1933,5862
3125,6731
9072,6737
1936,5354
4919,6693
1938,9126
1939,8522
165,1656
4919,6693
4919,6693
1943,4148
6081,457
1945,3321
1946,6822
1947,3628
1948,7413
1949,7146
1950,7636
1951,1667
692,4236
2129,1047
165,1656
1955,8345
1956,5056
1957,1149
1958,616
1210,1959
1960,8378
1961,2239
1962,7464
1963,8436
1964,8990
1965,6834
1966,1797
1967,2164
4837,5205
1969,1705
1970,9426
1971,3409
1972,5907
1063,6042
7560,1134
4508,4385
7200,7509
1977,7523
1978,6744
3125,6731
4508,4385
8809,6281
2214,4166
1738,6027
1984,137
1985,1774
8809,6281
2214,4166
1988,1108
1989,998
1990,1989
1991,2673
1992,1290
1993,2286
1994,6495
4919,6693
4919,6693
1997,8601
3125,6731
1999,7714
2000,3372
2001,4751
2002,813
8809,6281
2004,5359
2005,1643
2006,4452
2007,4932
2008,3896
165,1656
2010,6916
2011,7550
6425,1180
2013,5051
2014,922
2015,8418
2016,6899
2017,1227
2018,8394
2019,8329
2020,177
2021,6048
2022,4854
4508,4385
2024,6517
2516,5742
2026,2578
1210,1959
8981,2028
2029,1432
2030,1886
2031,705
4919,6693
2033,6200
2034,8491
2035,7505
6129,2036
2037,8879
2038,3709
2039,6232
2040,2864
9072,6737
3125,6731
2043,5315
2044,1681
2045,1329
2046,6386
5116,1795
2048,6232
2049,1932
2050,101
8190,6240
2052,4467
9072,6737
8116,2054
2055,6568
2214,4166
2057,3464
2058,3341
692,4236
3125,6731
2061,7442
9072,6737
1063,6042
2064,3592
4919,6693
2066,6717
4197,7883
2516,5742
2069,6056
2070,1633
692,4236
2516,5742
8809,6281
8676,2074
2075,5097
2076,9366
4508,4385
2078,4521
2129,1047
2080,250
2081,2028
2082,4611
2083,9168
2084,873
2085,6263
692,4236
2087,2797
6303,6939
2089,456
2090,1871
2091,6334
165,1656
6030,2093
2094,7304
2095,7835
2096,9168
2097,292
2098,4719
2099,6887
2100,8772
2101,2102
2102,4196
4919,6693
9072,6737
165,1656
2106,3299
2107,6280
3125,6731
9072,6737
4919,6693
2111,355
4919,6693
2113,1853
2114,1742
2115,8901
3125,6731
2117,4137
2118,3955
3125,6731
1078,2120
2121,3068
2122,3308
2123,4531
9072,6737
2125,53
3505,7048
2127,4182
165,1656
2129,1047
2130,2778
165,1656
2129,1047
2129,1047
6700,8741
4988,8951
2136,2751
2137,6948
2138,6293
2139,4091
3125,6731
9380,2141
2142,2470
692,4236
649,2144
4307,6692
2146,651
2147,2386
2148,8466
2414,4676
2150,4284
2151,6883
2152,8692
3504,7574
2154,253
2155,6960
2156,7097
2157,6377
2158,2873
3504,7574
2160,6017
2161,482
2162,8013
2163,6228
2164,2141
692,4236
692,4236
8809,6281
5432,502
2169,689
2170,4835
2171,6211
2172,9294
692,4236
2174,8611
2175,6739
2176,830
2177,4094
2178,3245
2749,2179
2180,6678
2181,7921
2182,5542
2414,4676
8809,6281
3125,6731
2186,9411
692,4236
9072,6737
2189,9253
8809,6281
2191,5167
2192,673
2100,8772
9072,6737
1063,6042
2196,6258
2197,7930
864,4713
2199,2308
2200,4733
2201,6508
2202,7035
2203,2388
165,1656
2205,6468
2206,6922
2207,6143
2208,5036
2945,873
150,5345
2211,4345
2212,2213
2213,7471
2214,4166
2214,4166
2216,9091
2217,5464
383,2218
3504,7574
2220,5950
3125,6731
9072,6737
2223,7173
2224,169
8809,6281
2226,8514
3125,6731
2228,2305
165,1656
2214,4166
4508,4385
4197,7883
2233,937
1063,6042
2235,3245
2236,6465
4508,4385
2238,6979
2239,5735
2240,4150
2241,8575
2242,6157
2243,9015
6303,6939
2245,1736
2246,1371
2247,6252
4919,6693
2249,5109
692,4236
2251,292
2252,5264
2253,6125
2254,7123
2255,7881
2256,3079
2414,4676
3125,6731
2424,2259
2260,8511
2261,4495
8809,6281
2263,4360
3253,6622
2265,2706
8302,8223
1132,831
2268,6570
2269,4617
2516,5742
2271,830
7200,7509
2273,353
2274,438
8821,6905
2276,1397
5116,1795
9072,6737
4919,6693
2280,8153
2281,3728
1078,2120
2283,4304
2284,5640
2285,4696
2286,1993
2287,4493
9072,6737
2289,7887
2290,491
165,1656
2292,3815
2293,5396
2294,7936
2295,8571
2296,6764
8787,2297
1078,2120
2299,3842
8996,2300
4126,2301
2302,6569
2303,3153
2304,5161
2305,4627
2306,3947
8809,6281
2308,2199
2309,7930
2310,649
2311,6790
2312,6068
2313,7723
2314,9325
2315,649
2316,2318
4307,6692
2316,2318
2319,7055
2320,3617
2321,1171
2322,5754
2323,1628
864,4713
2325,1639
1738,6027
2327,4217
2328,2327
2329,8694
8809,6281
8809,6281
692,4236
2333,8318
2334,521
2335,312
3179,7573
4919,6693
2338,8994
2339,867
2340,4895
9072,6737
2342,1341
2343,5890
2344,5147
2345,8379
2346,2417
2347,7365
2348,7502
2349,4169
2350,9433
2351,6204
3585,9302
2353,8150
8134,2354
2355,8030
4508,4385
2357,136
2358,7921
2359,5764
2360,7751
2361,856
2362,4126
2363,5025
2364,5366
2365,7290
2366,5258
2367,6299
2368,5302
2369,246
2370,4002
4919,6693
2372,4232
1063,6042
2374,5209
8809,6281
2376,3821
2377,4202
2378,9303
2379,2383
2380,2383
2381,2384
2382,2388
2383,2379
2384,2381
2385,2382
2386,2383
2387,2381
2388,2382
2389,3163
3179,7573
2391,6085
2392,406
2516,5742
4508,4385
2395,8660
2396,243
2397,657
3504,7574
2399,5097
2400,5098
2401,7852
2402,26
2403,7887
8821,6905
3125,6731
6303,6939
2407,8832
2516,5742
2409,8187
2410,3086
2411,2172
2412,8630
2413,1967
2414,4676
692,4236
8259,2416
2417,4541
2418,7266
2419,6869
2420,2716
2421,5867
2422,9113
618,7238
2424,2259
2425,7922
2426,2741
2427,1380
3125,6731
2429,6422
2430,6111
2431,3834
2432,6464
2433,3389
4919,6693
2435,3045
2436,92
3125,6731
2438,3553
2439,3610
2440,799
692,4236
2442,7324
8809,6281
2444,2504
2445,5807
2446,8896
2447,5754
2448,756
3125,6731
2450,4582
2451,2630
2452,5071
2453,6231
1132,831
2455,9396
2456,7287
2457,144
2458,8492
692,4236
2460,4700
2461,1117
2462,9174
6019,4578
2464,6000
2465,1408
2466,5056
2467,4780
2468,805
2469,2118
2470,2142
6303,6939
3125,6731
2473,2488
3125,6731
3125,6731
2476,2521
3125,6731
3125,6731
3125,6731
3125,6731
2481,2484
3125,6731
6303,6939
2484,4541
2485,8291
6303,6939
3125,6731
2488,2481
3125,6731
3125,6731
618,7238
8809,6281
4919,6693
3125,6731
2495,2986
2496,868
2497,2695
2499,2498
2499,2498
2499,2498
2501,9034
3025,6291
2503,6762
2504,2444
8821,6905
4919,6693
3504,7574
2508,1428
3873,2731
2510,5217
2511,859
2512,521
2513,7097
2514,7580
6180,2515
2516,5742
9072,6737
2518,8966
2519,8906
2520,1461
2521,6143
9072,6737
